start	3300543	45325945
start	52274174	46254013
start	4646583	42008417
start	8057689	8779180
start	29366504	716746
start	41500510	44926032
start	11832478	17276157
start	17696508	21004275
start	262773	4479233
start	11581403	9263314
start	156064	40437200
start	13663984	343827
start	20797098	2334313
start	12155252	48901349
start	34285217	12573892
start	22409727	25593483
start	16657285	19490932
start	13703592	15484012
start	18823318	19215315
start	4880867	31618083
start	29048372	51366411
start	35540000	7416503
start	7901724	2979549
start	18210894	1920919
start	22915564	8709532
start	1643730	3755803
start	30224092	1352800
start	2296555	6243787
start	6078485	10537144
start	26681146	23683285
start	18346730	30926305
start	48614997	1124583
start	10025544	37625097
start	37077016	19927901
start	47253900	1135437
start	4005390	26398350
start	4597256	51347298
start	1415614	1634810
start	1111462	32134908
start	49385968	1092706
start	30634930	17757853
start	28759709	11835509
start	3488598	3450297
start	871080	30353333
start	2548478	2624461
start	4133181	12493506
start	14619032	20962588
start	4908466	30991999
start	935196	914512
start	19877971	3959882
start	4279231	7654610
start	27051425	51234791
start	325079	310750
start	16032516	38430372
start	10859364	42879262
start	50896926	10006545
start	3044709	3044715
start	15626165	3666295
start	12862613	27541072
start	36002524	31372698
start	1247744	15702148
start	4166488	31181860
start	26574507	14707620
start	8543858	7796046
start	51091789	30420134
start	50385949	45672491
start	34515836	33518142
start	31399613	2531677
start	23469878	740203
start	46631985	35342
start	23886954	10549081
start	21933589	20037963
start	13168078	4376850
start	2959622	9263537
start	3947727	17458172
start	516594	3063935
start	35158292	34575987
start	3342453	38677776
start	12438170	7710504
start	1063440	38455356
start	37160776	33700501
start	715607	37558498
start	219491	483359
start	1297582	7908932
start	49326774	33631394
start	36148558	39718019
start	27264222	185198
start	28017919	17493182
start	14934267	5196907
start	1562277	1598300
start	46400860	50340754
start	12688867	24763048
start	14817057	14761274
start	19053599	18630193
start	48522597	4981807
start	34644000	9593036
start	26281349	19544815
start	22369420	8604264
start	1135437	29249978
start	33389095	33467266
start	18161555	40656232
start	17998514	16899675
start	16271034	32531411
start	36290637	35268539
start	27611657	42198191
start	8505273	41832759
start	38783966	50594858
start	7544715	44856327
start	39666621	48360731
start	31805904	10518089
start	7432513	5162929
start	41058046	51097513
start	915436	17557559
start	39214640	19494180
start	21111941	42457361
start	18713491	5724044
start	19806401	31429832
start	312827	124824
start	11584730	34249078
start	2021958	1247107
start	30536226	5926747
start	18073422	1282881
start	24245721	31191977
start	1490256	20085831
start	33337474	44878975
start	243928	15708405
start	26288269	25719603
start	5103793	7657939
start	41137866	5199904
start	38766430	10264459
start	30041452	34515748
start	32633739	22739589
start	874930	11879856
start	16532899	44841673
start	2534515	32294239
start	21991246	534166
start	741360	28992035
start	1094433	5462767
start	50896153	39112288
start	32574780	51002895
start	21070475	23792682
start	42855042	33664311
start	31380336	9050566
start	49954875	5516207
start	4446397	46912082
start	33296729	23359092
start	1207389	1655653
start	44615802	14111420
start	19336735	44227645
start	17513550	19435244
start	23458359	26895106
start	15469377	40257513
start	2504489	2500542
start	43933889	20706625
start	47394626	35644355
start	13347066	20385536
start	36591231	30229869
start	43567319	1471196
start	42927009	5932812
start	7643401	20256530
start	388600	7457823
start	15303249	9364526
start	47117536	1025583
start	33484058	125790
start	5161914	3486012
start	6827880	1230236
start	49139323	46619931
start	4295581	18942234
start	17472934	2813346
start	27563888	8376624
start	29624673	4666371
start	46121132	3862440
start	1493323	1791146
start	10719919	30262083
start	3650103	8453110
start	8472974	12249585
start	44448206	14975980
start	27799348	38595343
start	15046521	11772368
start	16330833	27904702
start	22431514	1538453
start	3689471	44412825
start	6628202	5687668
start	1407739	37809033
start	5463504	16059165
start	804233	36401257
start	24538911	7006515
start	1573151	30853753
start	37438630	23294559
start	22049769	2372176
start	14720091	22736692
start	5103729	7830660
start	15019241	1628419
start	6750790	2511433
start	52291220	41116029
start	8196214	9840512
start	479791	585578
start	32701663	3724633
start	706776	18949469
start	20455767	49444134
start	48258970	3958920
start	37771191	26012427
start	40899176	40437233
start	5588736	17780079
start	1274844	3238411
start	45914422	15974284
start	24876898	23627383
start	4232094	23899730
start	33627935	4944009
start	715397	5533850
start	22553499	515434
start	35585355	7557752
start	194821	14250702
start	1837719	34536200
start	1101015	4858826
start	32549384	5530989
start	41745275	50815037
start	3801204	22115441
start	33061072	37685046
start	47657482	26876926
start	4370207	13405978
start	49142222	8609289
start	35531390	38367665
start	1203172	1029688
start	453798	28204256
start	32431961	13874374
start	9457667	41106618
start	14293058	21400286
start	40611137	30753108
start	8538711	1690837
start	3691737	27765028
start	46673693	43577481
start	39176502	7256057
start	13952886	18655693
start	33869987	24690061
start	2613891	4840035
start	19323266	6304494
start	7743919	12288987
start	52356463	5215161
start	50933418	27484256
start	915948	14463455
start	39289299	13858461
start	31406987	234234
start	5073754	39032537
start	21393252	2592128
start	5691553	32536908
start	6987830	2221889
start	24068963	30112195
start	8810935	3815345
start	17392856	13613785
start	12964647	22226516
start	31076324	1598771
start	1891739	33103904
start	5976372	47147215
start	43133500	33694508
start	44472131	51807628
