start	7359773	1308324
start	2656868	8333892
start	4318151	3241138
start	5490228	933147
start	5946431	5567756
start	2137804	633725
start	7977907	2245579
start	5396449	4132306
start	585362	5397147
start	604756	4460824
start	3368379	939931
start	6697957	6852148
start	1779552	4861963
start	1275596	2866812
start	6514289	1407319
start	6669428	1975338
start	286525	3433644
start	167455	923550
start	1724785	3445828
start	7368770	2709093
start	2941553	5929524
start	6070061	2480908
start	3893712	7222556
start	2666792	4611008
start	5324322	968796
start	6241118	145993
start	1257484	7117362
start	6957452	8596069
start	6188469	3273271
start	4884396	7711176
start	19898	5480915
start	4934883	1527724
start	104495	1608250
start	508152	1050292
start	2831941	5800640
start	6101905	1360651
start	6965196	3093062
start	893777	566410
start	817180	496949
start	4871297	7914580
start	1863736	4333654
start	1394152	6267780
start	19395	5901519
start	5869828	7883367
start	3751812	2384472
start	7021425	7018556
start	2628231	4884686
start	1617501	5348281
start	5884111	1015866
start	8702064	7844986
start	1862029	522617
start	2488546	2085155
start	7220036	4466069
start	2566475	5279502
start	1292017	180810
start	3139982	74203
start	5891237	319263
start	590380	95701
start	3000057	6622838
start	193259	4383154
start	5700523	1768711
start	127853	641266
start	4973415	2991019
start	1580911	6188466
start	4381286	1776920
start	4306175	474695
start	7324507	8658374
start	4506684	727504
start	2902259	1570891
start	5648900	8721037
start	3726395	3307537
start	6750559	1010280
start	3839703	1331163
start	6402119	3846330
start	4868514	3248688
start	5329343	5023202
start	1291736	8034526
start	1813111	7241
start	1381378	7889793
start	8619833	58663
start	1299951	1847225
start	3517644	3963789
start	2674390	3288505
start	191742	5202639
start	2646409	8708135
start	1394122	4496344
start	1734056	6554801
start	147674	1404577
start	8727755	6255656
start	886207	1961174
start	7220889	4239187
start	8433780	364419
start	2740791	1465974
start	591325	6297957
start	8700067	5713430
start	831822	1337560
start	3906147	1667895
start	3392996	4442562
start	7046222	1215478
start	6217034	746712
start	179756	7274791
start	1041109	4912682
start	6112802	7913790
start	1891635	3229472
start	1234220	6664085
start	6439436	2623703
start	8068812	1127109
start	2630357	2293050
start	65285	7170115
start	1319651	7356393
start	2228990	5925413
start	8173315	1207488
start	2464453	2209350
start	2380617	2616078
start	1338164	2084036
start	293356	434377
start	5965918	5784525
start	5727074	2446186
start	180859	2034218
start	428319	1562051
start	662492	5255008
start	7064238	219626
start	926044	6886865
start	6508261	263773
start	8715804	1322521
start	785152	3261576
start	664071	1341516
start	1556491	3184313
start	7367747	4303897
start	5186503	3028601
start	286230	5608103
start	2972737	474443
start	2592403	622200
start	7036000	4693814
start	4053376	8080959
start	7310599	1020552
start	1605077	498823
start	597127	6438849
start	7422518	4498762
start	7972006	6529756
start	1336460	6010826
start	5840094	2478506
start	7488643	161692
start	5466835	1170979
start	4468197	59014
start	4312173	906320
start	7007665	150663
start	921867	7029534
start	1472143	5569199
start	1340780	4860837
start	282560	4758527
start	5813014	3025155
start	5359093	30524
start	2348634	2661529
start	150631	694377
start	115855	7367988
start	3352362	3151454
start	2690986	5902224
start	434335	1264336
start	2711275	5482476
start	2620585	65953
start	5678792	1061848
start	8036787	566911
start	4804580	4340129
start	934519	5742030
start	255198	6055526
start	1171807	3226953
start	5560348	106741
start	5203107	189193
start	5306770	70259
start	6502794	6123488
start	671515	5749041
start	3949229	5210874
start	878376	2082306
start	785076	384520
start	1287874	95597
start	1823049	242754
start	5847189	173622
start	104890	7024431
start	238097	3728148
start	1935582	6146316
start	2629879	4571973
start	755370	5482891
start	3731602	251827
start	5402359	1267641
start	5077051	4005284
start	6249854	6629140
start	155371	1138568
start	4447477	7050164
start	1139576	3491595
start	2332764	2183085
start	3467392	940984
start	264196	12581
start	5289531	4892699
start	1613420	1744554
start	5389283	778357
start	5015776	790636
start	3070116	5681558
start	2097762	248967
start	1862053	2988870
start	4568730	2903407
start	676075	1407512
start	1830494	8517227
start	7770968	3405599
start	2644238	3453508
start	5238413	7374271
start	5799592	1071394
start	4444691	67023
start	90761	1574067
start	7422024	3427008
start	5480914	5861036
start	619575	4656288
start	5635566	3329520
start	3491954	3195156
start	3090553	3807525
start	2927149	2942110
start	788313	7390731
start	519445	2941444
start	566614	6474160
start	7715122	7277429
start	361128	119673
start	7367687	3641844
start	6431791	3082918
start	4839874	2828914
start	172249	448616
start	5217892	1251112
start	6075473	7360237
start	89865	4261939
start	1067223	4192688
start	5313441	6240371
start	2969496	2614670
start	591325	8569706
start	6733036	2992586
start	3276553	1200685
start	4244815	7167520
start	1013460	77252
start	8386430	8640752
start	7070964	5598598
start	807948	520443
start	4788484	8677234
start	4728949	1672974
start	200510	7173588
start	847094	5442695
start	5883992	3462966
start	977025	3341398
start	202434	5507677
start	6251174	1740066
start	2604297	1440663
start	7176956	4578911
start	123432	3731104
start	306846	5854987
start	1033346	284874
start	1695067	752578
start	3953465	2028498
start	146795	78732
start	6409944	3963659
