start	288384	16151
start	3423049	1790313
start	397243	1106660
start	6260642	3152208
start	307093	5305694
start	743524	2687818
start	777355	3030095
start	7844631	5208579
start	288384	16151
start	3423049	1790313
start	397243	1106660
start	6260642	3152208
start	307093	5305694
start	743524	2687818
start	777355	3030095
start	7844631	5208579
start	288384	16151
start	3423049	1790313
start	397243	1106660
start	6260642	3152208
start	307093	5305694
start	743524	2687818
start	777355	3030095
start	7844631	5208579
start	288384	16151
start	3423049	1790313
start	397243	1106660
start	6260642	3152208
start	307093	5305694
start	743524	2687818
start	777355	3030095
start	7844631	5208579
